Nome do Medicamento,Validade,Valor,Fabricante
Nimesulida 10mg,22/11/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,22/05/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,01/01/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,16/10/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,18/05/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,14/12/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,14/11/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,12/01/2026,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,12/03/2025,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,03/04/2023,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,19/09/2025,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,07/12/2023,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,16/12/2023,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,30/09/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,03/04/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,01/05/2023,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,14/03/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,19/01/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,11/04/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,28/07/2025,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,01/12/2025,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,20/12/2023,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,29/10/2023,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,24/01/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,03/02/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,29/03/2026,"R$ 4,50",
Nimesulida 10mg,22/04/2023,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,11/10/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,22/08/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,22/10/2025,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,08/02/2025,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,30/01/2026,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,10/04/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,04/12/2025,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,29/03/2026,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,14/09/2023,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,04/07/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,13/10/2023,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,29/01/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,30/12/2025,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,30/06/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,23/10/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,24/08/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,28/03/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,17/10/2023,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,14/05/2025,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,24/03/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,06/01/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,09/07/2025,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,19/01/2025,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,06/01/2026,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,13/03/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,08/10/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,05/09/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,27/04/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,24/12/2025,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,26/06/2023,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,19/04/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,26/01/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,06/03/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,07/05/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,20/12/2025,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,13/04/2026,"R$ 4,50",Eurofarma
Nimesulida 10mg,31/03/2023,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,05/07/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,01/02/2026,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,20/11/2023,"R$ 4,50",Eurofarma
Nimesulida 10mg,16/08/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,09/11/2025,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,18/01/2025,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,31/10/2023,"R$ 4,50",Eurofarma
Nimesulida 10mg,23/04/2023,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,08/05/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,01/07/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,30/08/2023,"R$ 4,50",Eurofarma
Nimesulida 10mg,30/09/2023,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,26/10/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,28/06/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,27/11/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,14/10/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,15/10/2023,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,27/07/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,25/10/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,25/10/2024,"R$ 4,50",Libbs Farmacêutica
Nimesulida 10mg,11/02/2026,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,30/10/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,21/03/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,18/06/2023,"R$ 4,50",Libbs Farmacêutica
Tylenol 5mg,17/03/2026,"R$ 30,79",EMS
Tylenol 5mg,16/01/2024,"R$ 30,79",EMS
Tylenol 5mg,04/11/2023,"R$ 30,79",EMS
Tylenol 5mg,30/05/2025,"R$ 30,79",EMS
Tylenol 5mg,05/07/2025,"R$ 30,79",
Tylenol 5mg,22/04/2023,"R$ 30,79",EMS
Tylenol 5mg,15/04/2023,"R$ 30,79",EMS
Tylenol 5mg,01/11/2023,"R$ 30,79",EMS
Tylenol 5mg,19/06/2025,"R$ 30,79",EMS
Tylenol 5mg,18/12/2024,"R$ 30,79",EMS
Tylenol 5mg,26/09/2023,"R$ 30,79",EMS
Tylenol 5mg,06/01/2026,"R$ 30,79",EMS
Tylenol 5mg,21/08/2023,"R$ 30,79",EMS
Tylenol 5mg,22/12/2024,"R$ 30,79",EMS
Tylenol 5mg,04/12/2024,"R$ 30,79",EMS
Tylenol 5mg,12/05/2025,"R$ 30,79",EMS
Tylenol 5mg,08/07/2023,"R$ 30,79",EMS
Tylenol 5mg,14/06/2025,"R$ 30,79",EMS
Tylenol 5mg,30/07/2023,"R$ 30,79",EMS
Tylenol 5mg,29/01/2026,"R$ 30,79",EMS
Tylenol 5mg,15/04/2025,"R$ 30,79",EMS
Tylenol 5mg,04/01/2026,"R$ 30,79",EMS
Tylenol 5mg,21/10/2024,"R$ 30,79",EMS
Tylenol 5mg,14/07/2023,"R$ 30,79",EMS
Tylenol 5mg,23/05/2023,"R$ 30,79",EMS
Tylenol 5mg,07/10/2023,"R$ 30,79",EMS
Tylenol 5mg,21/11/2023,"R$ 30,79",EMS
Tylenol 5mg,09/01/2025,"R$ 30,79",EMS
Tylenol 5mg,09/05/2023,"R$ 30,79",EMS
Tylenol 5mg,12/05/2024,"R$ 30,79",EMS
Tylenol 5mg,22/03/2026,"R$ 30,79",EMS
Tylenol 5mg,09/11/2023,"R$ 30,79",EMS
Tylenol 5mg,06/04/2023,"R$ 30,79",EMS
Tylenol 5mg,30/08/2025,"R$ 30,79",EMS
Tylenol 5mg,01/02/2024,"R$ 30,79",EMS
Tylenol 5mg,04/05/2025,"R$ 30,79",EMS
Tylenol 5mg,21/08/2025,"R$ 30,79",EMS
Tylenol 5mg,30/03/2025,"R$ 30,79",EMS
Tylenol 5mg,20/11/2025,"R$ 30,79",EMS
Tylenol 5mg,15/01/2025,"R$ 30,79",EMS
Tylenol 5mg,05/11/2025,"R$ 30,79",EMS
Tylenol 5mg,10/04/2023,"R$ 30,79",EMS
Tylenol 5mg,29/08/2025,"R$ 30,79",EMS
Tylenol 5mg,31/03/2026,"R$ 30,79",EMS
Tylenol 5mg,09/09/2024,"R$ 30,79",EMS
Tylenol 5mg,17/11/2024,"R$ 30,79",EMS
Tylenol 5mg,23/12/2025,"R$ 30,79",EMS
Tylenol 5mg,24/11/2025,"R$ 30,79",EMS
Tylenol 5mg,01/04/2023,"R$ 30,79",EMS
Tylenol 5mg,18/07/2025,"R$ 30,79",EMS
Tylenol 5mg,14/02/2025,"R$ 30,79",EMS
Tylenol 5mg,23/11/2024,"R$ 30,79",EMS
Tylenol 5mg,02/04/2025,"R$ 30,79",EMS
Tylenol 5mg,23/11/2023,"R$ 30,79",EMS
Tylenol 5mg,15/09/2024,"R$ 30,79",EMS
Tylenol 5mg,14/12/2025,"R$ 30,79",EMS
Tylenol 5mg,08/12/2024,"R$ 30,79",EMS
Tylenol 5mg,05/09/2025,"R$ 30,79",EMS
Tylenol 5mg,23/01/2024,"R$ 30,79",EMS
Tylenol 5mg,25/04/2024,"R$ 30,79",EMS
Tylenol 5mg,30/12/2024,"R$ 30,79",EMS
Tylenol 5mg,05/11/2024,"R$ 30,79",EMS
Tylenol 5mg,10/12/2023,"R$ 30,79",EMS
Tylenol 5mg,21/12/2023,"R$ 30,79",EMS
Tylenol 5mg,17/04/2023,"R$ 30,79",EMS
Tylenol 5mg,19/08/2023,"R$ 30,79",EMS
Tylenol 5mg,11/07/2023,"R$ 30,79",EMS
Tylenol 5mg,11/10/2023,"R$ 30,79",EMS
Tylenol 5mg,19/12/2024,"R$ 30,79",EMS
Tylenol 5mg,03/01/2024,"R$ 30,79",EMS
Tylenol 5mg,19/12/2025,"R$ 30,79",EMS
Tylenol 5mg,24/07/2025,"R$ 30,79",EMS
Tylenol 5mg,02/01/2024,"R$ 30,79",EMS
Tylenol 5mg,11/04/2024,"R$ 30,79",EMS
Tylenol 5mg,16/07/2025,"R$ 30,79",EMS
Tylenol 5mg,30/12/2025,"R$ 30,79",EMS
Tylenol 5mg,14/11/2024,"R$ 30,79",EMS
Tylenol 5mg,27/08/2023,"R$ 30,79",EMS
Tylenol 5mg,08/11/2025,"R$ 30,79",EMS
Tylenol 5mg,08/12/2025,"R$ 30,79",EMS
Tylenol 5mg,30/12/2024,"R$ 30,79",EMS
Tylenol 5mg,01/01/2024,"R$ 30,79",EMS
Tylenol 5mg,02/10/2025,"R$ 30,79",EMS
Tylenol 5mg,31/01/2026,"R$ 30,79",EMS
Tylenol 5mg,13/04/2026,"R$ 30,79",EMS
Tylenol 5mg,17/08/2024,"R$ 30,79",EMS
Tylenol 5mg,08/12/2024,"R$ 30,79",EMS
Tylenol 5mg,05/04/2026,"R$ 30,79",EMS
Tylenol 5mg,26/11/2023,"R$ 30,79",EMS
Tylenol 5mg,18/10/2023,"R$ 30,79",EMS
Tylenol 5mg,31/07/2024,"R$ 30,79",EMS
Tylenol 5mg,02/05/2024,"R$ 30,79",EMS
Tylenol 5mg,23/10/2024,"R$ 30,79",EMS
Tylenol 5mg,13/11/2023,"R$ 30,79",EMS
Tylenol 5mg,30/07/2024,"R$ 30,79",EMS
Tylenol 5mg,15/10/2023,"R$ 30,79",EMS
Tylenol 5mg,28/09/2024,"R$ 30,79",EMS
Tylenol 5mg,18/03/2025,"R$ 30,79",EMS
Tylenol 5mg,24/01/2024,"R$ 30,79",EMS
Tylenol 5mg,19/03/2026,"R$ 30,79",EMS
Tylenol 5mg,26/12/2024,"R$ 30,79",EMS
Tylenol 5mg,01/01/2024,"R$ 30,79",EMS
Tylenol 5mg,04/03/2024,"R$ 30,79",EMS
Tylenol 5mg,19/06/2023,"R$ 30,79",EMS
Tylenol 5mg,08/08/2024,"R$ 30,79",EMS
Tylenol 5mg,12/04/2024,"R$ 30,79",EMS
Tylenol 5mg,01/02/2024,"R$ 30,79",EMS
Tylenol 5mg,25/04/2024,"R$ 30,79",EMS
Tylenol 5mg,28/10/2023,"R$ 30,79",EMS
Tylenol 5mg,10/04/2026,"R$ 30,79",EMS
Tylenol 5mg,20/10/2023,"R$ 30,79",EMS
Tylenol 5mg,20/12/2024,"R$ 30,79",EMS
Tylenol 5mg,23/10/2025,"R$ 30,79",EMS
Tylenol 5mg,11/06/2025,"R$ 30,79",EMS
Tylenol 5mg,19/04/2023,"R$ 30,79",EMS
Tylenol 5mg,02/12/2024,"R$ 30,79",EMS
Tylenol 5mg,23/10/2025,"R$ 30,79",EMS
Tylenol 5mg,07/08/2024,"R$ 30,79",EMS
Tylenol 5mg,27/05/2023,"R$ 30,79",EMS
Tylenol 5mg,06/04/2025,"R$ 30,79",EMS
Tylenol 5mg,27/04/2025,"R$ 30,79",EMS
Tylenol 5mg,16/12/2024,"R$ 30,79",EMS
Tylenol 5mg,05/09/2024,"R$ 30,79",EMS
Tylenol 5mg,18/10/2023,"R$ 30,79",EMS
Tylenol 5mg,30/07/2024,"R$ 30,79",EMS
Tylenol 5mg,05/06/2025,"R$ 30,79",EMS
Tylenol 5mg,22/06/2023,"R$ 30,79",EMS
Tylenol 5mg,25/08/2025,"R$ 30,79",EMS
Tylenol 5mg,15/05/2025,"R$ 30,79",EMS
Tylenol 5mg,16/12/2023,"R$ 30,79",
Tylenol 5mg,25/02/2025,"R$ 30,79",EMS
Tylenol 5mg,06/12/2025,"R$ 30,79",EMS
Tylenol 5mg,21/09/2024,"R$ 30,79",EMS
Tylenol 5mg,07/03/2024,"R$ 30,79",EMS
Tylenol 5mg,06/10/2023,"R$ 30,79",EMS
Tylenol 5mg,18/12/2023,"R$ 30,79",EMS
Tylenol 5mg,10/09/2024,"R$ 30,79",EMS
Tylenol 5mg,21/03/2025,"R$ 30,79",EMS
Tylenol 5mg,20/03/2024,"R$ 30,79",EMS
Tylenol 5mg,06/08/2024,"R$ 30,79",EMS
Tylenol 5mg,07/04/2025,"R$ 30,79",EMS
Tylenol 5mg,05/08/2025,"R$ 30,79",EMS
Tylenol 5mg,27/05/2023,"R$ 30,79",EMS
Tylenol 5mg,22/02/2025,"R$ 30,79",EMS
Tylenol 5mg,04/09/2023,"R$ 30,79",EMS
Tylenol 5mg,23/06/2023,"R$ 30,79",EMS
Tylenol 5mg,13/06/2023,"R$ 30,79",EMS
Tylenol 5mg,10/09/2023,"R$ 30,79",EMS
Tylenol 5mg,24/06/2024,"R$ 30,79",EMS
Tylenol 5mg,06/12/2024,"R$ 30,79",EMS
Tylenol 5mg,15/07/2023,"R$ 30,79",EMS
Tylenol 5mg,23/10/2024,"R$ 30,79",EMS
Tylenol 5mg,21/08/2025,"R$ 30,79",EMS
Tylenol 5mg,13/03/2024,"R$ 30,79",EMS
Tylenol 5mg,27/11/2025,"R$ 30,79",EMS
Tylenol 5mg,21/04/2023,"R$ 30,79",EMS
Tylenol 5mg,06/02/2024,"R$ 30,79",EMS
Tylenol 5mg,29/08/2023,"R$ 30,79",EMS
Tylenol 5mg,23/03/2025,"R$ 30,79",EMS
Tylenol 5mg,02/02/2025,"R$ 30,79",EMS
Tylenol 5mg,22/05/2023,"R$ 30,79",EMS
Tylenol 5mg,13/11/2025,"R$ 30,79",EMS
Tylenol 5mg,31/12/2023,"R$ 30,79",EMS
Tylenol 5mg,20/07/2023,"R$ 30,79",EMS
Tylenol 5mg,21/11/2023,"R$ 30,79",EMS
Tylenol 5mg,10/08/2025,"R$ 30,79",EMS
Tylenol 5mg,09/03/2025,"R$ 30,79",EMS
Tylenol 5mg,28/07/2023,"R$ 30,79",EMS
Tylenol 5mg,11/12/2024,"R$ 30,79",EMS
Tylenol 5mg,12/08/2023,"R$ 30,79",EMS
Tylenol 5mg,11/02/2026,"R$ 30,79",EMS
Tylenol 5mg,24/01/2026,"R$ 30,79",EMS
Tylenol 5mg,23/10/2025,"R$ 30,79",EMS
Tylenol 5mg,03/08/2024,"R$ 30,79",EMS
Tylenol 5mg,23/01/2025,"R$ 30,79",EMS
Tylenol 5mg,15/12/2023,"R$ 30,79",EMS
Tylenol 5mg,14/08/2023,"R$ 30,79",EMS
Tylenol 5mg,03/09/2025,"R$ 30,79",EMS
Tylenol 5mg,30/07/2023,"R$ 30,79",EMS
Tylenol 5mg,23/08/2025,"R$ 30,79",EMS
Tylenol 5mg,01/02/2025,"R$ 30,79",EMS
Tylenol 5mg,25/08/2025,"R$ 30,79",EMS
Tylenol 5mg,18/09/2024,"R$ 30,79",EMS
Tylenol 5mg,13/01/2026,"R$ 30,79",EMS
Tylenol 5mg,19/11/2025,"R$ 30,79",EMS
Tylenol 5mg,11/02/2026,"R$ 30,79",EMS
Tylenol 5mg,18/01/2026,"R$ 30,79",EMS
Tylenol 5mg,06/11/2024,"R$ 30,79",EMS
Tylenol 5mg,15/02/2024,"R$ 30,79",EMS
Tylenol 5mg,30/11/2023,"R$ 30,79",EMS
Tylenol 5mg,26/11/2025,"R$ 30,79",EMS
Tylenol 5mg,05/10/2023,"R$ 30,79",EMS
Tylenol 5mg,22/06/2025,"R$ 30,79",EMS
Tylenol 5mg,30/05/2024,"R$ 30,79",EMS
Tylenol 5mg,24/09/2025,"R$ 30,79",EMS
Tylenol 5mg,02/12/2025,"R$ 30,79",EMS
Tylenol 5mg,15/09/2023,"R$ 30,79",EMS
Tylenol 5mg,28/06/2024,"R$ 30,79",EMS
Tylenol 5mg,14/07/2024,"R$ 30,79",EMS
Tylenol 5mg,05/07/2025,"R$ 30,79",EMS
Tylenol 5mg,08/05/2023,"R$ 30,79",EMS
Tylenol 5mg,13/09/2024,"R$ 30,79",EMS
Tylenol 5mg,22/02/2026,"R$ 30,79",EMS
Tylenol 5mg,23/02/2025,"R$ 30,79",EMS
Tylenol 5mg,06/12/2025,"R$ 30,79",EMS
Tylenol 5mg,11/10/2025,"R$ 30,79",EMS
Tylenol 5mg,30/05/2025,"R$ 30,79",
Tylenol 5mg,21/01/2026,"R$ 30,79",EMS
Tylenol 5mg,26/03/2026,"R$ 30,79",EMS
Tylenol 5mg,01/06/2024,"R$ 30,79",EMS
Tylenol 5mg,20/10/2024,"R$ 30,79",EMS
Tylenol 5mg,10/08/2023,"R$ 30,79",EMS
Tylenol 5mg,04/03/2026,"R$ 30,79",EMS
Tylenol 5mg,15/09/2023,"R$ 30,79",EMS
Tylenol 5mg,18/08/2025,"R$ 30,79",EMS
Tylenol 5mg,24/04/2025,"R$ 30,79",EMS
Tylenol 5mg,16/03/2024,"R$ 30,79",EMS
Tylenol 5mg,14/04/2024,"R$ 30,79",EMS
Tylenol 5mg,21/01/2026,"R$ 30,79",EMS
Tylenol 5mg,17/12/2025,"R$ 30,79",EMS
Tylenol 5mg,19/12/2023,"R$ 30,79",EMS
Tylenol 5mg,13/12/2024,"R$ 30,79",EMS
Tylenol 5mg,24/06/2023,"R$ 30,79",EMS
Tylenol 5mg,28/10/2024,"R$ 30,79",EMS
Tylenol 5mg,01/01/2025,"R$ 30,79",EMS
Tylenol 5mg,22/02/2025,"R$ 30,79",EMS
Tylenol 5mg,15/10/2023,"R$ 30,79",EMS
Tylenol 5mg,15/06/2024,"R$ 30,79",EMS
Tylenol 5mg,29/06/2025,"R$ 30,79",EMS
Tylenol 5mg,29/04/2024,"R$ 30,79",EMS
Tylenol 5mg,25/11/2024,"R$ 30,79",EMS
Tylenol 5mg,12/05/2025,"R$ 30,79",EMS
